mem_id,trans_id,similar_trans,desc,date_diff,date_var,amt,cat,discret,sub,label
1.00E+15,1.00E+16,10002812262264500|10002812266126300,anniegunnschesterfieldmousa,7.57,86.37,11.56,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812224918700|10002812249631400|10002812266443500,onlinepaymentthankyou,5.86,3.94,1584.32,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,preauthorizationamazonprimemembpending,0,NA,0,Entertainment,FALSE,TRUE,0
1.00E+15,1.00E+16,10002812242339100|10002812249925400|10002812255291600|10002812261884300,miyakojapanesemiami,2,0.18,10.05,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004272486900|10000004271257900,purchaseauthorizedoncrewsofcalifornilosangelescascard,3.79,28.66,0.63,Education,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,zapzoneetremeltd,0,NA,0.57,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269007000|10000004268958200|10000004269222400|10000004270099600,debitcardwithdrawalvisacheckcardlittlecaesarscantonmdate,1.68,0.9,21.66,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,debitcardwithdrawalbiggbycoffeegrandvillemicard,11.71,NA,1.93,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137222893880000|1000137222986580000|1000137223125030000|1000137223125030000|1000137223125030000|1000137223125030000|1000137223125030000|1000137223125030000|1000137223125030000|1000137223194960000|1000137223194960000|1000137223194960000|1000137223341620000|1000137223341620000|1000137223341620000|1000137223341620000|1000137223459330000|1000137223459330000|1000137223459330000|1000137223459330000|1000137223459330000|1000137223603580000|1000137223603580000|1000137223603580000|1000137223736810000|1000137223736810000|1000137223876560000|1000137223876560000,onlinebankingtransfertochkconfirmation,0.6,0.4,4966.37,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,boulderstoppurchasevilledrbouldercitynv,0,NA,0,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,bwfbanknapayrlldephagegestephanaroun,2,NA,1.55,Paychecks/Salary,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,gulfoilwellesleymacard,0,NA,0,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,debitcardwithdrawalsqyoungchampionsrebyroncentermicard,1,NA,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396486485300|10008396730601000|10008396796609700,petsmartincacworthga,2.1,6.99,11.64,Pets/Pet Care,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,burgerkingdallast,11.57,NA,0.08,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812228114900|10002812238939500|10002812261232200,ruthsweehawkenweehawkennj,5.29,2.04,9.7,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,fldltaggorenew,0.14,NA,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269542900|10000004269874000|10000004269982600|10000004270395000|10000004271194000|10000004272804400|10000004272663300|10000004272720900|10000004273169400|10000004273785900,safewayfuelpurchasesafewayfuelissaquahwa,1.69,1.92,5.2,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396696249900|10008396696249900|10008396696249900|10008396739570400|10008396739570400|10008396754567400|10008396765126900|10008396776311700|10008396802790300|10008396815250100|10008396836766400|10008396836766400|10008396839453900|10008396849747000|10008396851785300|10008396853747700|10008396855634300|10008396860157700|10008396882517100|10008396911169400|10008396917773500,onlinetransfertochktransaction,0.88,0.98,460.25,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268535300|10000004268826300|10000004269757400|10000004271090100|10000004273587000,crestmarkbankpaymentamyceflandamycefland,3.4,8.3,43.37,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10012356729283600|10012356878786100|10012356866055300|10012356888053100|10012356896561100|10012356904311400,poswdthehomedepothwynorthwaahachietcard,2.36,14.86,23.33,Home Improvement,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812395812000|10002812416073000|10002812437143100,pospurchndsitefreshboonndsitefreshboca,5.9,7.19,0,Hobbies,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396737798200|10008396768314400|10008396798678700|10008396816840700|10008396842600200|10008396870635800|10008396895568900,checkcardgoldmanassetservicesca,2.06,0.08,0,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+16,10002812407613100|10002812440200300,efttransgodaddyweborder,9.29,11.8,269.51,Online Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271361700|10000004273045900|10000004273045900|10000004273045900|10000004273120900,tvilogisticswarrenmi,3.29,22.63,12.4,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonswainflightwificascard,1.57,NA,0,Travel,FALSE,FALSE,0
1.61E+18,-4.92E+18,-4920644459985060000|-4920644459811650000,maribelmelendiview,4.14,0.04,0,Uncategorized,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396734673200|10008396768349700|10008396791243100|10008396815018500|10008396841119400|10008396862829100|10008396893563400|10008396928673000,transferfromchk,2.14,0.05,0,Transfers,FALSE,FALSE,1
1.00E+15,1.00E+16,10012356718666300|10012356722856600|10012356740404200|10012356740404200|10012356770524900|10012356808234300|10012356808235600|10012356820380600|10012356866055300|10012356866055300|10012356874175000|10012356913934700|10012356925573100|10012356926552800,achwddiscovertypeepaymentcodiscoverachtracenumber,1.42,1.51,751.57,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269400000|10000004270392600|10000004271268800|10000004271853000|10000004272669700|10000004272938500|10000004273449900|10000004273498600|10000004273785900,cashwithdrawal,1.54,1.31,116.03,Checks,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,odprotectiontffee,9,NA,0,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardchipotlerochesterhilmi,4,NA,15.35,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonjerseymikessubsdublincascard,1.71,NA,1.34,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396786092100|10008396810124400|10008396810125300|10008396910891500,preauthorizationpopeyeschickenpending,2.54,15.46,0.64,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268037400|10000004268348200|10000004268348200|10000004268387900|10000004268645600|10000004268900800|10000004269040100|10000004269126200|10000004269337900|10000004269385800|10000004269543000|10000004269543000|10000004269597000|10000004269683500|10000004270219900|10000004270393000|10000004270667100|10000004270971900|10000004272486900|10000004271318800|10000004271554500|10000004272486900|10000004271782400|10000004272486800|10000004271782400|10000004272486900|10000004272143000|10000004272486800|10000004272294600|10000004272486700|10000004272486700|10000004272442700|10000004272486700|10000004272535300|10000004272778400|10000004273031600|10000004273120200|10000004273120200|10000004273120200|10000004273245900|10000004273245900|10000004273245900|10000004273542600|10000004273598900|10000004273844400|10000004273938100|10000004274037900|10000004274037900|10000004274122400,purchaseauthorizedonstarbucksssantaclaracascard,0.39,0.17,1.5,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269040200|10000004269643200|10000004271782500,cranbrkcarcareincbirminghammi,3.19,9.5,0.52,Automotive Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396254276600|10008396161511900|10008396230549700|10008396256530100|10008396314612700|10008396148609300,papajohnscommorelessncfastfoodrestaurants,2.81,3.82,11.38,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396778184000|10008396829065200|10008396898887800,onlinepaymenttoautoloan,4.05,2.05,0.1,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,walmartsupercenterauroradiscountstore,14.71,NA,9.39,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardpapajohnscomwa,2.86,NA,13.11,Restaurants/Dining,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,paypalebayinc,4.57,NA,1.53,Other Expenses,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,debitcardwdwhataburgerglennheightstdatecard,8.86,NA,0.01,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,posdebitvisacheckcardsqdrvirginiadaleandriava,5,NA,4.8,Credit Card Payments,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396754662500|10008396817875700|10008396863354500|10008396890458900,wellsfargodealerservicesbillpayment,3.75,1.79,0,Other Bills,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396733970300|10008396746927300|10008396754496400|10008396919388700,nonwellsfargoatmtransactionfee,4.25,37.8,0,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396839163300|10008396868893100|10008396926139500,firstprogresscardbillpayment,5.67,15.56,52.38,Other Bills,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396752564000|10008396809554200,checkcardmrbigsepresscarwasorlandofl,3.71,1.47,0,Clothing/Shoes,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,rebelpurchasespecosroadlasvegasnv,0,NA,0,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273458200|10000004273458200,poswithdrawalcnsultathstreetsgrandvillemicard,3.5,12.5,28.65,Personal Care,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396574874000|10008396595541600|10008396599162600,cafevidaculvercit,3.38,12.17,12.35,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+18,1.00E+18,missouricitypurchasemissouricitymotmissouricityt,1.29,NA,278.36,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396758975700|10008396877363200,bkofamericaatmwithdrwldowntownocalaocalafl,7.5,7.44,10,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,tosharerefkljwywaterbillforunitunit,0,NA,0,Utilities,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,atmwithdrawalcamin,12.29,NA,20,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396784971100|10008396835374000|10008396892993000,visioninsurancepreauthdr,4.29,0.08,0,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonsubwaykutztownpascard,0,NA,15.32,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+17,100013723796137000|100013723796137000,ikeawestchesterwestchesteroh,0,0,29.26,Home Improvement,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,exxonmobileustacetx,0,NA,0,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268387700|10000004268428900|10000004268996200|10000004269542900|10000004269542900|10000004271194000|10000004271257800|10000004271257800|10000004271509900|10000004271554400|10000004271730700|10000004272294400|10000004272294400|10000004272402500|10000004272497700|10000004272624400|10000004273169400|10000004273594900|10000004273717400|10000004273717400|10000004273847500|10000004273847500,targetdebitcrdachtranposid,0.83,1.3,40.87,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,macyscrabtreeraleighmacys,8.43,NA,13.17,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269683500|10000004270135900,comericabanktransfer,2,0.37,100,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,homegoodsbloomfieldmi,0,NA,1089.68,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedongristedesnewyorknyscard,1,NA,1.46,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812389806500|10002812397407200|10002812425970100|10002812425970100|10002812432837800|10002812433381900|10002812435617900|10002812436245200|10002812436733400,insufficientfundsfeeforarecurringcardpurchased,1.41,3.87,0,Service Charges/Fees,FALSE,FALSE,1
1.61E+18,-2.34E+18,-2336738853240830000|-2336738853209420000|-2336738853196220000|-2336738853183010000,sunpassaccmorelessfltollsandbridgefees,4.68,8.63,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,onlinetransferfromeflandkrefibesrdttsavingsrearyardrehabplusformaterials,0,NA,0,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396723201000|10008396874157600,primericalifeinspremidcoprimericalifeacheccppdachtrace,4.36,37.97,0,Insurance,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonlifetouchnssonliedenprairiemnscard,1,NA,0,Hobbies,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270503100|10000004271894800|10000004273169400,achwithdrawalwideopenwesttypepidmcowideopenwestachtracenumber,4.38,0.41,1.4,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004244924100|10000004245230100|10000004245677900|10000004246720700|10000004247132300|10000004247132300|10000004247728800|10000004247728800,valvolinecorunna,0.98,1.13,4.17,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004269337800|10000004270135700,eonmobilpurchasewauburnrdrochestemi,3.36,0.83,0.64,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,railwaycafeincathenstx,0,NA,0,Travel,FALSE,FALSE,0
1.00E+15,1.00E+16,10012356550621100|10012356560882600|10012356598369300,valerowacot,2.71,1.9,9.72,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004243836400|10000004244547600|10000004246005700|10000004246005700|10000004246599800,fedeoffice,2.74,4.93,11.98,Office Supplies,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396727448600|10008396813012200|10008396813012300|10008396813011200|10008396899811600|10008396899809800,poswithdrawalelnburgerkingqburgerkingqoldsaybrookct,2.29,1.8,1.77,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,check,4.71,NA,2425.99,Checks,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396758923300|10008396790632300,shellservicepurchaseshellservicessantamonicaca,2.36,0.09,0.34,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,teriyakitimeseattlewausa,1,NA,0.01,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,thehomedepotoviedoflmcc,0.14,NA,12.82,Home Improvement,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271257900|10000004273753600,tmobilecompcssvcstacycloutier,8.36,0.09,0,Telephone Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812362816400|10002812379826100|10002812384118100|10002812399870800|10002812401698200|10002812420438800|10002812422784500|10002812439023300|10002812444169000,shopifychargecomilbbtcheckcardrecurringpymt,2,2.62,56.39,Service Charges/Fees,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,checkcardwpyfuneralcostsforkca,0,NA,0,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+16,10008396492561400|10008396569408800,chipotlemorrisville,5.71,34.33,1.97,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268093500|10000004268649700,overdraftprotectiondeposit,1,1.47,97.35,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812226884500|10002812238942700|10002812253773700|10002812268939700,msftofficewausa,4.29,0.04,0,Office Maintenance,FALSE,TRUE,1
1.00E+15,1.00E+16,1.00E+16,autopaypaymentthankyou,14,NA,426.62,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396702391600|10008396723260500|10008396837463100|10008396837463100|10008396844463200|10008396862689600|10008396871810000|10008396904304800,bkofamericaatmdepositwilshirethsantamonicaca,2.2,9.32,585.82,Deposits,FALSE,FALSE,0
1.00E+15,1.00E+16,10002812257524100|10002812263711700,bareburgeredgewateredgewater,4.93,18.87,1.6,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,bannerlifedespremdebitidindncoid,4,NA,0,Insurance,FALSE,FALSE,1
1.00E+15,1.00E+18,1000137222867230000|1000137222721490000|1000137222865750000|1000137222866250000|1000137222894030000|1000137222890700000|1000137222893180000|1000137222907780000|1000137223315120000|1000137223554000000|1000137223553990000|1000137223553990000|1000137223727100000|1000137223727100000,pospurchcremedelacootdallascremedelacoous,1.11,3.89,0.14,General Merchandise,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331835227860000|4866331835416070000|4866331835427530000|4866331835468070000,einsteinbagelsolt,1.93,2.7,2.27,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268387800|10000004268387800,bikramyogadowntownllosangelesca,0.14,0.04,19.06,Personal Care,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396496707700|10008396613547400,wendysdallasgausa,8.79,154.38,0.14,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137223160000000|1000137223160000000|1000137223160000000|1000137223368780000|1000137223498690000|1000137223642740000|1000137223786920000|1000137223901260000,progressiverentdespmtsidindncoid,2.05,0.02,0,Rent,FALSE,FALSE,1
1.00E+15,1.00E+18,1000137223160000000|1000137223160000000|1000137223642740000|1000137223786920000,checkcardwendysandersonin,2.96,14.03,0.27,Restaurants/Dining,FALSE,TRUE,0
9.71E+17,-8.74E+18,-8736738853246710000|-8736738853232940000,aplpaybjsorlaorlandobjsclub,2.5,0.09,13.01,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10012356763453500|10012356726555600|10012356763453500|10012356726555600|10012356736611400|10012356763453500|10012356763453500|10012356763452900|10012356763452900,dividend,0.29,0.4,24.9,Investment Income,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,royaltycleanersroyaloakmi,1.43,NA,31.77,Home Maintenance,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270776600|10000004269543000|10000004269543000|10000004270135900|10000004270776600|10000004272294700|10000004273311100|10000004273669000,drycleandepot,2.3,5.97,3.28,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273453600|10000004273938200,wellsfargodlrdraftcordellhardy,4.43,0,0,Loans,FALSE,FALSE,1
1.00E+15,1.00E+16,10002812228114900|10002812228294800|10002812234087300|10002812241918500,multiplecinemasedgewater,1.64,1.11,1,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396478780000|10008396484482400,oldnavy,1.36,1.23,19.23,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396758975700|10008396822546100|10008396891077900,capitaloneautofinancebillpayment,5.52,0.9,0.55,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,cophoenicommserv,11.43,NA,0.31,Telephone Services,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004242616700|10000004242790500|10000004242845900|10000004244103500|10000004244224600|10000004247175600|10000004244599800|10000004244924100|10000004245007300|10000004245121500|10000004245230100|10000004246259200|10000004247175600|10000004246814900|10000004246896200|10000004246896200|10000004247132300|10000004247223000|10000004247690200|10000004247832800,timhortons,0.79,0.69,5.54,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,bonefishalpharettarestaurant,3.57,NA,84.65,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004273458400|10000004273458300|10000004273458300|10000004273458300|10000004273458300|10000004273458200|10000004273668600|10000004273891800,billpaymentwithdrawalholycrossoffering,0.98,0,0,Other Bills,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396723201000|10008396857600900|10008396856129000|10008396874157300,amarinofthailandnewtonmacard,2.71,29.47,0.01,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonbarronparkmarketpaloaltocapcard,0,NA,0,Groceries,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137223125030000|1000137223341620000|1000137223603580000,interestearned,4.33,0.13,0.01,Interest,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268645200|10000004269542800|10000004270135700|10000004270135700|10000004270860300|10000004270927300|10000004271417100|10000004271510400,paypalinstferitunesstorewebidpaypalsi,1.43,1.24,6.95,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396502480300|10008396502480300|10008396527189500|10008396542966100|10008396542966100|10008396544530300|10008396598162800,dillardsnorthpoalpharettaga,1.69,6.08,20.78,Clothing/Shoes,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,bankofamericapeflandamy,5.71,NA,58.96,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,merchantandrhoadeschicago,2.71,NA,13.9,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,cityofbirminghutbill,0,NA,0,Utilities,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396733801300|10008396841774700,corknbottlecodallast,5.29,19.76,0.85,Gifts,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396766421900|10008396815012500|10008396863354500|10008396919450500,checkcardhluhuluuhulucombillca,4.29,0.12,0,Entertainment,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,dunkinqmorelesswestbrookctfastfoodrestaurants,8.86,NA,0.08,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,chickfiladallastusa,15.14,NA,3.71,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,4.87E+18,4.87E+18,insufficientfundsfeeforcheckintheamountof,12.43,NA,0,Service Charges/Fees,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396460975300|10008396469441100|10008396481409900|10008396507639700|10008396598430900|10008396598430900|10008396612082000,walmartsupercenternapervillediscountstore,2.71,16.36,55.82,General Merchandise,FALSE,FALSE,0
1.61E+18,-2.34E+18,-2336738853283550000|-2336738853283060000|-2336738853262210000|-2336738853241780000|-2336738853241530000|-2336738853215600000|-2336738853214190000|-2336738853194750000|-2336738853188580000|-2336738853183350000|-2336738853184020000,paymentreceivedbranchbankin,1.7,3.49,627,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10008396483956400|10008396499141900|10008396500916100|10008396501683200|10008396503591400|10008396506234800|10008396507970800|10008396511983300|10008396516176500,mcdonaldsfraleigh,0.56,0.34,2.65,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,irisheyeswithdrwlnlincolnavchicagoil,0,NA,194.62,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,hobbylobby,3.43,NA,72.45,Hobbies,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,nywwpiertvmnewyork,0.57,NA,0.81,Hobbies,FALSE,FALSE,0
1.00E+15,1.00E+17,100013723593102000|100013723635284000|100013723662651000|100013723827357000,shelloil,3.43,4.12,1.37,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+18,1000137223194960000|1000137223341620000|1000137223341620000|1000137223603580000|1000137223603580000|1000137223736810000|1000137223876560000|1000137223876560000|1000137223994190000,checkcardrdtoolssugarlandt,1.44,0.53,22.46,Uncategorized,FALSE,TRUE,0
1.00E+15,1.00E+17,1.00E+17,gringosmeicankstaffordtusa,2.14,NA,8.05,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396856952900|10008396864942800|10008396896357800,electronicachdebitcapitalonecardonlinepmtckfpos,2.76,1.17,127.78,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004268900800|10000004269597000|10000004269643200|10000004269945200|10000004271194000|10000004271633200,venmopaymentccdid,1.74,1.46,9.06,Online Services,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,fundstransfertobrokerage,10,NA,8595.24,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,checkcardenterpriserentacarsanleandroca,3,NA,29.97,Travel,FALSE,TRUE,0
1.00E+15,1.00E+16,1.00E+16,onlinetransfertodavisjwaysavecheckingrefibenron,3.86,NA,152.4,Transfers,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004270263200|10000004271594800|10000004273120000,northwesternmuisapaymntppdid,4.29,0.14,0,Securities Trades,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,walgreensphoeniazusa,0.14,NA,0.36,Healthcare/Medical,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856956000|10008396856955900|10008396856955900|10008396856955900|10008396856955800|10008396856955800|10008396856955800|10008396856955800|10008396856955800|10008396856955800|10008396856955700|10008396856955700|10008396861331800|10008396869861100|10008396875635100|10008396875635100|10008396875635100|10008396884274300,checkcardpurchasekangarooepressgainesvillefl,0.48,0.42,7.24,Gasoline/Fuel,FALSE,TRUE,0
1.00E+15,1.00E+16,10012356748022300|10012356781624300,debitcardwdqnailscedarhilltdatecard,2.93,0.09,37.92,ATM/Cash Withdrawals,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,purchaseauthorizedonrubytuesdayunionnjscard,5.86,NA,0.02,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396726776800|10008396744069100|10008396770049300|10008396805368200|10008396820114100|10008396876489300,paymentforamzstorecardwebid,2.33,1.51,214.97,Entertainment,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396856956100|10008396856955600|10008396856955400|10008396856955800,etendedoverdraftfee,2.07,2.18,0,Service Charges/Fees,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,poswdmurphyatwalmrtwaltonwaymidlothiantcard,3.71,NA,14.39,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396723397700|10008396746655800|10008396772017700|10008396798208700|10008396823580200|10008396846986700|10008396871776600|10008396895494500|10008396918788500,deloittetouchepayrlldepppdid,2,0,7.57,Paychecks/Salary,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,debitcardwdbraumswaahachietdatecard,6.57,NA,0.01,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,preauthorizationtoysruspending,0,NA,0,Child/Dependent Expenses,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,simplefiincdespaymentsidcfcdindncoid,2,NA,0,Credit Card Payments,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,ppgoldstandar,0,NA,0,Uncategorized,FALSE,FALSE,0
1.00E+15,1.00E+16,10008396711811900|10008396731554200|10008396739570400|10008396739570400|10008396739570400|10008396752888500|10008396765126900|10008396765126900|10008396779098900|10008396802790300|10008396802790300|10008396818075800|10008396860157700|10008396860157700|10008396878792300|10008396878792300,paymenttochasecardendingin,0.87,1.06,172.89,Credit Card Payments,FALSE,FALSE,1
1.00E+15,1.00E+16,10002812212423700|10002812271145700,walmartmckinneytx,9.21,169.81,20.09,General Merchandise,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,shellwithdrwlcassatavejacksonvillefl,0,NA,95.49,Gasoline/Fuel,FALSE,FALSE,0
1.00E+15,1.00E+16,1.00E+16,pospurchasetacocabanadallast,4.71,NA,0.91,Restaurants/Dining,FALSE,FALSE,0
1.00E+15,1.00E+16,10000004271194000|10000004272624400|10000004273785900,acsloanpymtgwellsfargo,4.1,0.05,0,Loans,FALSE,FALSE,1
1.00E+15,1.00E+16,1.00E+16,grouponincil,0,NA,0,Entertainment,FALSE,FALSE,0
9.71E+17,4.87E+18,4866331834768670000|4866331835053460000|4866331835291580000,whataburgerfriscot,4.43,8.96,4.12,Restaurants/Dining,FALSE,FALSE,0
9.71E+17,-8.74E+18,-8.74E+18,hiltonsnachicago,0.14,NA,0.01,Travel,FALSE,FALSE,0
